RECHTSTRAEGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
Oesterreichische Nationalbank;20153;2;0;GEWINN;6255.15
Oesterreichische Nationalbank;20153;2;0;Heute;6836.72
Oesterreichische Nationalbank;20153;2;0;Kronen Zeitung;8916.95
Oesterreichische Nationalbank;20153;2;0;ORF 2;44900
Oesterreichische Nationalbank;20153;2;0;Österreich;7165.91
Opernhaus Graz GmbH;20153;2;0;Kleine Zeitung;40827
ORF Landesstudio Marketing GmbH & Co KG;20153;2;0;BVZ;10000
ORF Landesstudio Marketing GmbH & Co KG;20153;2;0;ExtraDienst;6900
ORF-Enterprise GmbH & Co KG;20153;2;0;Bestseller;13718.25
ORF-Enterprise GmbH & Co KG;20153;2;0;Falstaff-Magazin;5320
ORF-Enterprise GmbH & Co KG;20153;2;0;Horizont;26165.75
ORF-Enterprise GmbH & Co KG;20153;2;0;medianet;7500
Ortsmarketing Lustenau GmbH;20153;2;0;Vorarlberger Nachrichten;5189.43
Osterfestspiele Salzburg GmbH;20153;2;0;Programmhefte der Salzburger Festspiele;6000
Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.;20153;2;0;Antenne Steiermark;6558.2
Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.;20153;2;0;ORF Radio Oberösterreich;6403.18
Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.;20153;2;0;ORF Radio Salzburg;7675.19
Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.;20153;2;0;ORF Radio Steiermark;14092.92
Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.;20153;2;0;Sport aktiv;5750
Planai - Hochwurzen - Bahnen Gesellschaft m.b.H.;20153;2;0;www.orf.at;5630.4
Rail Cargo Austria Aktiengesellschaft;20153;2;0;Die Presse;6502
Rail Cargo Austria Aktiengesellschaft;20153;2;0;DVZ - Deutsche Verkehrs-Zeitung;9334
Rail Cargo Austria Aktiengesellschaft;20153;2;0;Verkehr;5360
Rail Cargo Austria Aktiengesellschaft;20153;2;0;WirtschaftsBlatt;6502
Rail Tours Touristik Gesellschaft m.b.H.;20153;2;0;NEWS;20580
"Rat für Forschung und Technologieentwicklung ""FTE-Rat""";20153;2;0;FORMAT;9828
"Rat für Forschung und Technologieentwicklung ""FTE-Rat""";20153;2;0;Universum Magazin;6300
Rechtsanwaltskammer Kärnten;20153;2;0;Kleine Zeitung;11000
Rechtsanwaltskammer Niederösterreich;20153;2;0;NÖN;13650
Rechtsanwaltskammer Wien;20153;2;0;Die Presse;6380
Regionalmanagement Burgenland Gesellschaft m.b.H.;20153;2;0;ORF 2;8280
Regionalmanagement Burgenland Gesellschaft m.b.H.;20153;2;0;schaumagazin;22000
RIZ Niederösterreichs Gründeragentur Ges.m.b.H.;20153;2;0;google.at;7919.39
RIZ Niederösterreichs Gründeragentur Ges.m.b.H.;20153;2;0;NÖN;10432.75
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;AGORA-Verein Arbeitsgemeinschaft offenes Radio - Avtonomno gibanje odprtega radia;9000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Antenne Kärnten Regionalradio GmbH & Co KG;81630
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;"Antenne ""Österreich"" und Medieninnovationen GmbH";48476
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;"Antenne ""Österreich"" und Medieninnovationen GmbH";62690
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Antenne Steiermark Regionalradio GmbH & Co KG;106620
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;ATV Privat TV GmbH & Co KG;516928
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Außerferner Medien Gesellschaft m.b.H.;14886
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Bezirks TV St. Veit Produktions- und Vertriebs Ges.m.b.H.;20463
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Bezirks TV Vöcklabruck GmbH;13200
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;blue-danube.tv - Verein zur Förderung der Medienvielfalt und der Freiheit der Meinungsäußerung;6090
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Campus Radio St. Pölten;11413
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Christian Parzer - STV1 regional TV Bad Ischl;8500
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;COLESNICOV TV, Film, Medienproduktion KG;8907
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Community TV Salzburg Gemeinnützige Betriebs GmbH;22500
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Community TV-GmbH;81148
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;DORF TV GmbH;45000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Entspannungsfunk Gesellschaft mbH;13650
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Forum Journalismus TV/Radio;10290
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Freier Rundfunk Freistadt GmbH;9500
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;"Freier Rundfunk Salzburg, Verein zur Förderung von freien, lokalen Radio- und Fernsehprojekten""";6855
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Freies Radio Innsbruck FREIRAD Verein zur Förderung der Medienvielfalt und der Freiheit der Meinungsäußerung;11992
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Freies Radio Salzkammergut - Verein zur Förderung freier, nichtkommerzieller Radioprojekte im Salzkammergut (FRS);14529
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Gerhard Scott;13200
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Kirchliche Stiftung Radio Stephansdom;28910
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;KRONEHIT Radiobetriebs GmbH.;93268
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Life Radio GmbH & Co.KG;63721.18
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Livetunes Network GmbH;5999
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Lokalradio Innsbruck GmbH;44742
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;LT1 Privatfernsehen GmbH;36250
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Mein Kinderradio Ltd.;21018
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Montafonerbahn Aktiengesellschaft;15611
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Murauer Stadtwerke Gesellschaft m.b.H.;22792
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;N & C Privatradiobetriebs GmbH;26832
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;oe24 GmbH;37775
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;PIWImedia GmbH;21794
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Puls 4 TV GmbH & Co KG;357882.44
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Radio - TV GRÜN WEISS Betriebs GmbH Nfg. KG;34715
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Radio Arabella GmbH;92395.82
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Radio Arabella Niederösterreich GmbH & Co KG;17019
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Radio Arabella Oberösterreich GmbH & Co KG;26918
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Radio Eins Privatradio GmbH;107810
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Radio Helsinki, Verein Freies Radio Steiermark;14598
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Radio Oberland GmbH;32202
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Radio Osttirol GmbH;20299
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Red Bull Media House GmbH;456192
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Regionalradio Tirol GmbH;64757
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;R9 Regional TV Austria GmbH;27500
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;salzi media OG;43890
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Schau TV GmbH;52612
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Soundportal Graz GmbH;62700
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Superfly Radio GmbH;56896
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Tirol TV GmbH;37608.18
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Verein zur Förderung und Unterstützung von Freien Lokalen Nichtkommerziellen Radioprojekten;15824
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Vorarlberger Regionalradio GmbH;60115
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Vulkan TV GmbH;30363
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;Wirth GmbH;8000
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;WT 1 Privatfernsehen GmbH;5075
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;W24 Programm GmbH;73500
Rundfunk und Telekom Regulierungs-GmbH (RTR-GmbH);20153;4;0;4M Digital Media OG;13330
Südburgenland Tourismus GmbH;20153;2;0;Kronen Zeitung;19986.34
Südburgenland Tourismus GmbH;20153;2;0;www.google.at;7002.11
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;Antenne Salzburg;13092.45
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;Bezirksblätter Salzburg;20182.61
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;Kronehit;7380.4
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;Kronen Zeitung;91471.5
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;ORF Radio Salzburg;8852.5
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;ORF 2;20789.83
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;Salzburger Fenster;30500
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;Salzburger Nachrichten;79149.65
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;Salzburger Woche;10620.08
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;Vision.Salzburg;5580
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;www.krone.at;23496
Salzburg AG für Energie, Verkehr und Telekommunikation;20153;2;0;www.salzburg.com;41244
Salzburg Management GmbH University of Salzburg Business School;20153;2;0;Salzburger Nachrichten;9959.03
Salzburg Management GmbH University of Salzburg Business School;20153;2;0;www.google.at/adwords;11462.46
Salzburger Agrar Marketing (Verein);20153;2;0;Bezirksblätter Salzburg;8036.57
Salzburger Agrar Marketing (Verein);20153;2;0;ORF Radio Salzburg;5200
Salzburger Festspielfonds;20153;2;0;BR Klassik;10378.5
Salzburger Festspielfonds;20153;2;0;Salzburger Nachrichten;33233.1
Salzburger Flughafen GmbH;20153;2;0;Die Salzburgerin;6640
Salzburger Flughafen GmbH;20153;2;0;Salzburger Nachrichten;5409.8
Salzburger Gebietskrankenkasse;20153;2;0;ORF Radio Salzburg;9509.13
SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.;20153;2;0;Kronen Zeitung;38600
SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.;20153;2;0;www.bergfex.at;8092
SALZBURGER LAND TOURISMUS Gesellschaft m.b.H.;20153;2;0;www.google.at;27931.52
Salzburger Verkehrsverbund Gesellschaft m.b.H.;20153;2;0;Regionale Schienen;5052.6
Schönbrunner Tiergarten-Gesellschaft m.b.H.;20153;2;0;Infoscreen Graz;6062.41
Schönbrunner Tiergarten-Gesellschaft m.b.H.;20153;2;0;Infoscreen Linz;6193.76
Schönbrunner Tiergarten-Gesellschaft m.b.H.;20153;2;0;Infoscreen Wien;29611
Schauspielhaus Graz GmbH;20153;2;0;Kleine Zeitung;19777
Schischaukel Mönichkirchen-Mariensee GmbH;20153;2;0;Kronehit;5193.24
Schloß Schönbrunn Kultur- und Betriebsgesellschaft m.b.H.;20153;2;0;Infoscreen Wien;5823.57
Schloß Schönbrunn Kultur- und Betriebsgesellschaft m.b.H.;20153;2;0;Kurier;9568.9
Schloß Schönbrunn Kultur- und Betriebsgesellschaft m.b.H.;20153;2;0;NÖN;6286
simpli services GmbH & Co KG;20153;2;0;Hitradio Ö3;13103
simpli services GmbH & Co KG;20153;2;0;Infoscreen Wien;9062
simpli services GmbH & Co KG;20153;2;0;www.google.at;8160
Sonnentherme BetriebsgesmbH;20153;2;0;NEWS;6739.76
Sozialversicherungsanstalt der Bauern;20153;2;0;Österreichische Bauernzeitung;10000
Sozialversicherungsanstalt der gewerblichen Wirtschaft;20153;2;0;Der Standard;8750
Stadt Graz;20153;2;0;der Grazer;6613.44
Stadt Graz;20153;2;0;JOURNAL GRAZ;6500
Stadt Graz;20153;2;0;Kleine Zeitung;17644.08
Stadt Graz;20153;2;0;Kronen Zeitung;11015.4
Stadt Graz;20153;2;0;Österreich;7272
Stadt Graz;20153;2;0;Radio Soundportal;5338.11
Stadt Graz;20153;2;0;Woche Steiermark;10091.4
Stadt Klagenfurt am Wörthersee;20153;2;0;Kleine Zeitung;11218.5
Stadt Linz;20153;2;0;Franckviertel TV;8500
Stadt Linz;20153;2;0;LT1;13490.35
Stadt Linz;20153;2;0;Neues Volksblatt;7720
Stadt Linz;20153;2;0;OÖ Nachrichten;9359.13
Stadt Linz;20153;4;0;DORF TV GmbH;55000
Stadt Villach;20153;2;0;Kleine Zeitung;7855.47
Stadt Wels;20153;2;0;Bezirksrundschau Oberösterreich;13927.2
Stadt Wels;20153;2;0;Hallo Oberösterreich;5250
Stadt Wels;20153;2;0;OÖ Nachrichten;7594.5
Stadt Wels;20153;2;0;Tips;9251.75
Stadt Wels;20153;2;0;WT 1;21870
Stadt Wien;20153;2;0;A la Carte;22600
Stadt Wien;20153;2;0;all4family;15085.44
Stadt Wien;20153;2;0;arabscop;10500
Stadt Wien;20153;2;0;Architekturjournal Wettbewerbe;6762
Stadt Wien;20153;2;0;ATV;51720
Stadt Wien;20153;2;0;Austrian Business Woman;7500
Stadt Wien;20153;2;0;a3ECO;10947.4
Stadt Wien;20153;2;0;Baby-Express;11129.95
Stadt Wien;20153;2;0;Besser Wohnen;7469
Stadt Wien;20153;2;0;biber;22445.79
Stadt Wien;20153;2;0;BÜHNE;5769.55
Stadt Wien;20153;2;0;Bum Magazin;6984
Stadt Wien;20153;2;0;bz - Wiener Bezirkszeitung;180375.1
Stadt Wien;20153;2;0;Das Wiener Bezirksblatt;109680.02
Stadt Wien;20153;2;0;Das Wien - Monatszeitung;17518.2
Stadt Wien;20153;2;0;Datum;5820
Stadt Wien;20153;2;0;David;5980
Stadt Wien;20153;2;0;Der österreichische Journalist;6613
Stadt Wien;20153;2;0;Der Standard;384203.9
Stadt Wien;20153;2;0;Die Furche;30652
Stadt Wien;20153;2;0;Die Ganze Woche;78101.16
Stadt Wien;20153;2;0;Die Presse;120676.2
Stadt Wien;20153;2;0;Die Presse am Sonntag;129885.4
Stadt Wien;20153;2;0;die wirtschaft;6170
Stadt Wien;20153;2;0;Diva;7690
Stadt Wien;20153;2;0;Donaustadtecho;6730.32
Stadt Wien;20153;2;0;dot.;5771.32
Stadt Wien;20153;2;0;drehmoment;8342
Stadt Wien;20153;2;0;Elektronischer Newsletter www.MaxFunSports.com;11000
Stadt Wien;20153;2;0;E-Media;19510.14
Stadt Wien;20153;2;0;Energy 104.2;8175
Stadt Wien;20153;2;0;ExtraDienst;15070
Stadt Wien;20153;2;0;Fair Wohnen;7857
Stadt Wien;20153;2;0;Faktum;12154
Stadt Wien;20153;2;0;Falstaff-Magazin;48500
Stadt Wien;20153;2;0;Falter;48822.8
Stadt Wien;20153;2;0;family&more;6693
Stadt Wien;20153;2;0;FM;6875
Stadt Wien;20153;2;0;FORMAT;25463.73
Stadt Wien;20153;2;0;Fratz & Co;23260.6
Stadt Wien;20153;2;0;Freizeit Journal;15508.36
Stadt Wien;20153;2;0;Frisch gekocht & besser leben;19380.62
Stadt Wien;20153;2;0;Gazete Bum;6130.4
Stadt Wien;20153;2;0;Gesünder leben;16908.56
Stadt Wien;20153;2;0;GEWINN;141532.7
Stadt Wien;20153;2;0;gotv;41956
Stadt Wien;20153;2;0;GUSTO;23311.65
Stadt Wien;20153;2;0;Heute;1334529.75
Stadt Wien;20153;2;0;H.O.M.E.;9700
Stadt Wien;20153;2;0;Hotel & Touristik;5424.24
Stadt Wien;20153;2;0;Infoscreen Wien;57034.38
Stadt Wien;20153;2;0;International;5761.8
Stadt Wien;20153;2;0;Kommunal;8404.17
Stadt Wien;20153;2;0;Kosmo;34570.8
Stadt Wien;20153;2;0;Kronen Zeitung;1553485.23
Stadt Wien;20153;2;0;Kurier;679949.79
Stadt Wien;20153;2;0;KURIER EXTRA Diversität & Wirtschaft;9516.6
Stadt Wien;20153;2;0;kuvert;18000
Stadt Wien;20153;2;0;Leben;34895.98
Stadt Wien;20153;2;0;look!wienlive;55600
Stadt Wien;20153;2;0;Madonna mit Österreich;179033.33
Stadt Wien;20153;2;0;medianet;18246.4
Stadt Wien;20153;2;0;Medizin populär;15481.25
Stadt Wien;20153;2;0;miss;10540
Stadt Wien;20153;2;0;MONEY SPEZIAL;56078.64
Stadt Wien;20153;2;0;NEWS;225927.27
Stadt Wien;20153;2;0;NÖN;5941.25
Stadt Wien;20153;2;0;ÖGZ;8671.8
Stadt Wien;20153;2;0;ORF III;11999.97
Stadt Wien;20153;2;0;ORF Radio Wien;94687.33
Stadt Wien;20153;2;0;ORF 2;139800
Stadt Wien;20153;2;0;Österreich;711800.36
Stadt Wien;20153;2;0;Pressburger Zeitung;10039.5
Stadt Wien;20153;2;0;Pro Umwelt;5800.6
Stadt Wien;20153;2;0;profil;160080
Stadt Wien;20153;2;0;public;5238
Stadt Wien;20153;2;0;Puls 4;18608.5
Stadt Wien;20153;2;0;Radio Arabella 92.9 - Wien;6018
Stadt Wien;20153;2;0;Radio Ö24 102.5;9105.75
Stadt Wien;20153;2;0;Report (+) Plus;21600
Stadt Wien;20153;2;0;schau;16005
Stadt Wien;20153;2;0;Schau TV;63243
Stadt Wien;20153;2;0;Skip;37686.52
Stadt Wien;20153;2;0;skylines;15474.4
Stadt Wien;20153;2;0;Sonntag;183055.15
Stadt Wien;20153;2;0;Stadt.blicke;9700
Stadt Wien;20153;2;0;Style up your life! Ladies;20597.95
Stadt Wien;20153;2;0;trend;5342.67
Stadt Wien;20153;2;0;tv-media;200226.9
Stadt Wien;20153;2;0;UG - Unsere Generation;14340
Stadt Wien;20153;2;0;Universum Magazin;16955.6
Stadt Wien;20153;2;0;Unser Wien;7800
Stadt Wien;20153;2;0;Unsere Brigittenau;10819.06
Stadt Wien;20153;2;0;VOR Magazin;80579.5
Stadt Wien;20153;2;0;Weekend Magazin;27295.8
Stadt Wien;20153;2;0;Wellness Magazin;15529.5
Stadt Wien;20153;2;0;Wellness Magazin Special;15573
Stadt Wien;20153;2;0;Wien Live;29400
Stadt Wien;20153;2;0;Wien-Magazin;7740.59
Stadt Wien;20153;2;0;Wiener;6202.49
Stadt Wien;20153;2;0;Wienerin;24352.5
Stadt Wien;20153;2;0;WirtschaftsBlatt;14736.35
Stadt Wien;20153;2;0;Wirtschaftsnachrichten Donauraum;8128.6
Stadt Wien;20153;2;0;Wohnen WIEN/NÖ;57419.61
Stadt Wien;20153;2;0;Wohnzeit;11211.5
Stadt Wien;20153;2;0;Woman;133340.71
Stadt Wien;20153;2;0;derstandard.at;50019.05
Stadt Wien;20153;2;0;www.diemucha.at;5694
Stadt Wien;20153;2;0;diepresse.com;7067.25
Stadt Wien;20153;2;0;www.facebook.com;7670.58
Stadt Wien;20153;2;0;www.heute.at;18052.66
Stadt Wien;20153;2;0;www.immolive24.com;6372.9
Stadt Wien;20153;2;0;www.krone.at;63508
Stadt Wien;20153;2;0;www.kurier.at;14997.12
Stadt Wien;20153;2;0;www.MaxFunSports.com;12000
Stadt Wien;20153;2;0;www.miss.at;6375
Stadt Wien;20153;2;0;netdoktor.at;19996.24
Stadt Wien;20153;2;0;www.news.at;10734.91
Stadt Wien;20153;2;0;www.oe24.at;36500.02
Stadt Wien;20153;2;0;www.soschoenistwien.at;11736.22
Stadt Wien;20153;2;0;www.tschauner.at;8295.08
Stadt Wien;20153;2;0;www.vienna.at;14000.21
Stadt Wien;20153;2;0;www.wahlkabine.at;6400
Stadt Wien;20153;2;0;www.willhaben.at;19000
Stadt Wien;20153;2;0;Yeni Vatan Gazetesi - Neue Heimat Zeitung;5723
Stadt Wien;20153;2;0;zuHause;49950
Stadt Wien;20153;4;0;Institut für den Donauraum und Mitteleuropa;20000
Stadt Wien;20153;4;0;Österreichische Gesellschaft für Architektur;13500
Stadt Wien;20153;4;0;Technische Universität Wien;50250
Stadt Wien;20153;4;0;"Verein zur Herausgabe der Zeitschrift ""Europäische Rundschau""";35000
Stadt Wien Marketing GmbH;20153;2;0;Baby Express / Familienwelt;6000
Stadt Wien Marketing GmbH;20153;2;0;biber;6586
Stadt Wien Marketing GmbH;20153;2;0;bz - Wiener Bezirkszeitung;19521
Stadt Wien Marketing GmbH;20153;2;0;Das Wiener Bezirksblatt;23480
Stadt Wien Marketing GmbH;20153;2;0;Der Standard;19896
Stadt Wien Marketing GmbH;20153;2;0;Die Presse;34701
Stadt Wien Marketing GmbH;20153;2;0;DIE ZEIT Österreich;9520
Stadt Wien Marketing GmbH;20153;2;0;drehmoment;14620
Stadt Wien Marketing GmbH;20153;2;0;ExtraDienst;10000
Stadt Wien Marketing GmbH;20153;2;0;Falter;16768
Stadt Wien Marketing GmbH;20153;2;0;FM4;33104
Stadt Wien Marketing GmbH;20153;2;0;Heute;188263
Stadt Wien Marketing GmbH;20153;2;0;Horizont;7536
Stadt Wien Marketing GmbH;20153;2;0;Infoscreen Wien;27290
Stadt Wien Marketing GmbH;20153;2;0;Kronehit;5729
Stadt Wien Marketing GmbH;20153;2;0;Kronen Zeitung;192127
Stadt Wien Marketing GmbH;20153;2;0;Kurier;83892
Stadt Wien Marketing GmbH;20153;2;0;Madonna mit Österreich;76508
Stadt Wien Marketing GmbH;20153;2;0;medianet;10000
Stadt Wien Marketing GmbH;20153;2;0;NEWS;13357
Stadt Wien Marketing GmbH;20153;2;0;ORF 2;44810
Stadt Wien Marketing GmbH;20153;2;0;Österreich;30909
Stadt Wien Marketing GmbH;20153;2;0;profil;7875
Stadt Wien Marketing GmbH;20153;2;0;Radio Arabella 92.9 - Wien;30904
Stadt Wien Marketing GmbH;20153;2;0;Tipi;5500
Stadt Wien Marketing GmbH;20153;2;0;Volume;8806
Stadt Wien Marketing GmbH;20153;2;0;Wien Live;6500
Stadt Wien Marketing GmbH;20153;2;0;W24;25953
Stadt Wien Marketing GmbH;20153;2;0;zuHause;13400
Stadt Wien Marketing GmbH;20153;2;0;88.6 - Der Musiksender;11151
Stadtgemeinde Amstetten;20153;2;0;NÖN;5996.52
Stadtgemeinde Ansfelden;20153;2;0;Österreich;6811
Stadtgemeinde Bregenz;20153;2;0;Bregenzer Blättle;13522.45
Stadtgemeinde Bruck an der Mur;20153;2;0;HiWay-TV;7170
Stadtgemeinde Bruck an der Mur;20153;2;0;Kanal 3 / Mur- Mürztal Regionalfernseh GmbH;10786
Stadtgemeinde Feldbach;20153;2;0;Woche Steiermark;6511.2
Stadtgemeinde Feldkirch;20153;2;0;Feldkircher Anzeiger;15611.1
Stadtgemeinde Feldkirchen in Kärnten;20153;2;0;Woche Kärnten;7171.72
Stadtgemeinde Gmunden;20153;2;0;BTV Vöcklabruck;6450
Stadtgemeinde Gmunden;20153;2;0;Salzi.TV;5147.62
Stadtgemeinde Gmunden;20153;2;0;Tips;5130.18
Stadtgemeinde Köflach;20153;2;0;Kleine Zeitung;9048.81
Stadtgemeinde Kapfenberg;20153;2;0;HiWay-TV;8326.1
Stadtgemeinde Kapfenberg;20153;2;0;Woche Steiermark;6510
Stadtgemeinde Kufstein;20153;2;0;Kufsteinblick;9186.25
Stadtgemeinde Kufstein;20153;2;0;Life Radio;6350
Stadtgemeinde Leoben;20153;2;0;Die Presse;5650
Stadtgemeinde Leoben;20153;2;0;Kleine Zeitung;5744.38
Stadtgemeinde Leoben;20153;2;0;Tv1 - Steiermark;5313.6
Stadtgemeinde Leonding;20153;2;0;Bezirksrundschau Oberösterreich;5040
Stadtgemeinde Leonding;20153;2;0;LT1;12000
Stadtgemeinde Leonding;20153;2;0;OÖ Nachrichten;17156.24
Stadtgemeinde Traiskirchen;20153;2;0;N1 Niederösterreich TV;11332.8
Stadtgemeinde Traun;20153;2;0;LLTV;15300
Stadtgemeinde Traun;20153;2;0;OÖ Nachrichten;5088.96
Stadtmarketing und Tourismus Feldkirch GmbH;20153;2;0;Vorarlberger Nachrichten;6402.91
Stadtmarketing Wörgl GmbH;20153;2;0;Kufsteinblick;8121.71
Stadttheater Klagenfurt OG;20153;2;0;Kleine Zeitung;9675
Stadtwerke Judenburg Aktiengesellschaft;20153;2;0;Best of Murtal;5050.5
Stadtwerke Judenburg Aktiengesellschaft;20153;2;0;Murtaler Zeitung;5767.35
Stadtwerke Kapfenberg GmbH;20153;2;0;HiWay-TV;10625
Stadtwerke Kapfenberg GmbH;20153;2;0;Woche Steiermark;9075.6
Stadtwerke Klagenfurt Aktiengesellschaft;20153;2;0;Infoscreen Klagenfurt;10490
Steiermärkische Landarbeiterkammer;20153;2;0;Kleine Zeitung;19376.92
Steirische Tourismus GmbH;20153;2;0;bergfex.at;6363.64
Steirische Tourismus GmbH;20153;2;0;Der Feinschmecker;10000
Steirische Tourismus GmbH;20153;2;0;Der Standard;10500
Steirische Tourismus GmbH;20153;2;0;Die Zeit;5100
Steirische Tourismus GmbH;20153;2;0;Google;8938.42
Steirische Tourismus GmbH;20153;2;0;Intersky;5828.57
Steirische Tourismus GmbH;20153;2;0;Kurier;12445.61
Steirische Tourismus GmbH;20153;2;0;Radio Gong;29150
Steirische Tourismus GmbH;20153;2;0;Stern;21134.4
Steirische Tourismus GmbH;20153;2;0;Süddeutsche Zeitung;39520
Steirische Tourismus GmbH;20153;2;0;TZ;16099.2
Steirische Tourismus GmbH;20153;2;0;Zeit Reisen;10933
Steirische Verkehrsverbund Gesellschaft m.b.H.;20153;2;0;Grazetta;8300
Steirische Verkehrsverbund Gesellschaft m.b.H.;20153;2;0;Kleine Zeitung;8717.33
Steirische Verkehrsverbund Gesellschaft m.b.H.;20153;2;0;ORF Radio Steiermark;8972
Steirische Verkehrsverbund Gesellschaft m.b.H.;20153;2;0;Woche Steiermark;15402.83
